Location,Station,Date,avg_temp,avg_humid,avg_dew,avg_wind,avg_gust,precip
Lake of Three Fires Beach,KIABEDFO3,2021-08-25,77.6,85,72.3,2.1,2.8,1.36
Lake of Three Fires Beach,KIABEDFO3,2021-09-01,69,85,63.8,3.7,5.1,0
Lake Wapello Beach,KIAMORAV3,2018-07-25,36.3,37,62.8,0.1,2.4,0
Lake Wapello Beach,KIAMORAV3,2018-07-18,76.9,72,66.1,1,3.4,0
Lake Wapello Beach,KIAMORAV3,2018-08-27,81.5,77,73,3.5,7.8,0.25
Lake Wapello Beach,KIAMORAV3,2018-06-27,75.5,82,69.1,0.5,2.7,0
Lake Wapello Beach,KIAMORAV3,2018-06-06,73.1,79,65.4,1.2,4.6,0.33
Lake Wapello Beach,KIAMORAV3,2018-08-15,75.9,84,70.3,0.4,2.6,0
Lake Wapello Beach,KIAMORAV3,2018-08-08,74.1,75,64.6,0.6,2.7,0.01
Lake Wapello Beach,KIAMORAV3,2018-06-20,74.1,89,70.5,0.8,3.7,0.82
Lake Wapello Beach,KIAMORAV3,2018-08-20,60,74,68.9,1.4,6.2,0
Lake Wapello Beach,KIAMORAV3,2018-06-13,72.2,69,60,1.4,4.8,0
Lake Wapello Beach,KIAMORAV3,2018-05-30,21.8,20,66.6,0.3,3.4,0
Lake Wapello Beach,KIAMORAV3,2018-05-23,74.4,75,65,1,2.5,0
Lake Wapello Beach,KIAMORAV3,2018-08-01,72.6,72,61.2,0.5,2.5,0
Lake Wapello Beach,KIAMORAV3,2018-07-03,80.4,78,72.4,1.1,3.7,0
Lake Wapello Beach,KIAMORAV3,2018-07-11,81.1,73,70.8,1,3.4,0
Lake Wapello Beach,KIAMORAV3,2019-06-26,73.9,85,68.6,0.3,2.5,0.01
Lake Wapello Beach,KIAMORAV3,2019-07-02,81.3,80,74.2,0.5,1.8,0
Lake Wapello Beach,KIAMORAV3,2019-07-10,78,76,68.9,0.4,1.9,0
Lake Wapello Beach,KIAMORAV3,2019-07-17,75.9,88,71.9,1.6,3.1,1.92
Lake Wapello Beach,KIAMORAV3,2019-07-24,70.5,80,62.9,0,1.2,0
Lake Wapello Beach,KIAMORAV3,2019-07-31,68.3,87,63.8,0.3,1.5,0.04
Lake Wapello Beach,KIAMORAV3,2019-08-06,74.9,79,67.7,0.9,2.9,0
Lake Wapello Beach,KIAMORAV3,2019-08-21,71.9,96,70.7,0.5,2.4,0.84
Lake Wapello Beach,KIAMORAV3,2019-08-28,67.5,75,58.2,0.9,2.4,0
Lake Wapello Beach,KIAMORAV3,2019-08-14,69.9,82,64,0.6,2.4,0
Lake Wapello Beach,KIAMORAV3,2020-05-20,58.8,94,57.1,1.5,4,0.01
Lake Wapello Beach,KIAMORAV3,2020-05-27,69.8,90,66.4,0,0.7,0
Lake Wapello Beach,KIAMORAV3,2020-06-01,72.1,72,62.4,1.8,4.4,0
Lake Wapello Beach,KIAMORAV3,2020-06-08,79.6,64,65.5,1.1,3.7,0
Lake Wapello Beach,KIAMORAV3,2020-06-15,72.5,65,60.1,0.6,2.7,0
Lake Wapello Beach,KIAMORAV3,2020-06-24,68.2,77,59.5,0,0.9,0
Lake Wapello Beach,KIAMORAV3,2020-06-29,80.2,83,74.4,0.9,3.3,0
Lake Wapello Beach,KIAMORAV3,2020-07-07,81,81,73.9,0,0.8,0
Lake Wapello Beach,KIAMORAV3,2020-07-13,75.5,76,66.7,0.6,2.3,0
Lake Wapello Beach,KIAMORAV3,2020-07-20,71.3,93,69.2,0.5,1.8,0.02
Lake Wapello Beach,KIAMORAV3,2020-07-27,75.1,87,70.4,0.2,1.1,0.13
Lake Wapello Beach,KIAMORAV3,2020-08-03,63.7,80,56.8,0.2,2.8,0.01
Lake Wapello Beach,KIAMORAV3,2020-08-10,73.8,88,69.7,0.6,3.2,0.06
Lake Wapello Beach,KIAMORAV3,2020-08-17,72.5,79,65.2,0.4,3.2,0
Lake Wapello Beach,KIAMORAV3,2020-08-26,90.4,50,69.2,0,6,0
Lake Wapello Beach,KIAMORAV3,2020-09-01,66.4,87,62.3,0.4,3.7,0.41
Lake Wapello Beach,KIAMORAV3,2021-05-25,70.3,89,66.7,1.6,3.9,0.14
Lake Wapello Beach,KIAMORAV3,2021-06-02,63.6,80,56.4,0.5,1.7,0
Lake Wapello Beach,KIAMORAV3,2021-06-08,74.7,85,69.5,0.6,2.1,0.15
Lake Wapello Beach,KIAMORAV3,2021-06-15,72.2,68,58.8,0.7,2.4,0
Lake Wapello Beach,KIAMORAV3,2021-06-22,65.1,75,56.3,1,2.9,0
Lake Wapello Beach,KIAMORAV3,2021-06-29,72.5,96,71.2,0,0.8,0.47
Lake Wapello Beach,KIAMORAV3,2021-07-07,74.8,86,70,0,0.6,0.38
Lake Wapello Beach,KIAMORAV3,2021-07-13,73.7,84,68.1,0.1,1.1,0
Lake Wapello Beach,KIAMORAV3,2021-07-20,74.1,83,68,0.2,1.2,0
Lake Wapello Beach,KIAMORAV3,2021-07-27,87.3,75,78.2,0,0,0
Lake Wapello Beach,KIAMORAV3,2021-08-03,66.8,83,60.6,0.1,0.6,0.01
Lake Wapello Beach,KIAMORAV3,2021-08-10,81.5,86,76.6,1.2,3.1,0
Lake Wapello Beach,KIAMORAV3,2021-08-17,71.7,84,66.2,0.5,1.6,0
Lake Wapello Beach,KIAMORAV3,2021-08-24,82.7,79,74.7,1.9,3.8,0
Lake Wapello Beach,KIAMORAV3,2021-08-31,69.4,92,66.8,1.8,4.1,2.35
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2018-05-29,74.6,63,60.2,3.2,0,0.31
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2018-07-24,72.5,65,58,1.4,15,0
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2018-08-28,65.5,84,60.6,5.8,14.7,0
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2018-08-07,69.2,72,63.9,2.4,14.6,0.1
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2018-08-14,75.6,80,68.8,1.6,15.5,0.03
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2018-07-17,74.1,66,61.2,2.4,15.3,0
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2018-08-21,64.5,82,58.6,4.1,15.1,0
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2018-06-26,71.7,85,66.7,3.9,14.4,0.34
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2018-06-05,45.3,22,62.4,2.4,15,0
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2018-06-19,73.9,88,70,3.8,15.2,0.03
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2018-07-02,75.5,70,64.1,5.5,14.7,0
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2018-07-31,70,68,57.4,2,15.2,0
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2018-05-22,66.9,83,61.2,4.2,8.5,0.13
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2018-06-12,72.5,81,65.8,5.2,14.9,0
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2018-07-10,83,64,68.3,3.4,15,0
Lewis and Clark (Blue Lake) Beach,KNEWALTH4,2019-06-25,72.4,57,55.3,0,0,0.33
Lewis and Clark (Blue Lake) Beach,KNEWALTH4,2019-07-01,81.2,56,63.9,0,0,0
Lewis and Clark (Blue Lake) Beach,KNEWALTH4,2019-07-09,78.1,71,68,0,0,0.08
Lewis and Clark (Blue Lake) Beach,KNEWALTH4,2019-07-16,78.9,68,66.8,0,0,0.08
Lewis and Clark (Blue Lake) Beach,KNEWALTH4,2019-07-23,66.3,64,51.9,0,0,0
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2019-07-30,64.5,69,53.7,2,14.4,0.12
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2019-08-07,77.1,52,57.7,2,14.3,0
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2019-08-20,79.4,65,66.2,2.9,14.1,0.04
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2019-08-27,66.5,48,44.8,2.6,14.7,0
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2019-08-13,74.1,61,58.8,3.2,14.1,0
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2020-05-19,57.4,52,39.7,4.8,5.5,0
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2020-05-26,62.1,62,48.9,10.5,11.6,0.42
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2020-06-02,85.2,38,54.7,4.8,6,0
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2020-06-09,77.3,52,57.7,7.8,8.9,2.7
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2020-06-16,82.8,46,58.6,10.2,12.1,0
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2020-06-23,67.2,52,48.3,6,6.8,0
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2020-06-29,79.6,58,63.4,8.6,9.7,0
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2020-07-07,81.8,53,62.8,2.6,3.3,0
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2020-07-13,77.2,54,58.6,5.4,6.3,0
Lewis and Clark (Blue Lake) Beach,KNEWALTH4,2020-07-21,74.3,63,59.9,0,0,0
Lewis and Clark (Blue Lake) Beach,KNEWALTH4,2020-07-28,74.7,62,60,0,0,0
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2020-08-05,71.2,55,53.9,5.7,7.7,0.3
Lewis and Clark (Blue Lake) Beach,KIAWHITI3,2020-08-11,69.5,60,54.1,3,4,0
Lewis and Clark (Blue Lake) Beach,KNEWALTH4,2020-08-19,68.9,61,53.5,0,0,0
Lewis and Clark (Blue Lake) Beach,KNEWALTH4,2020-08-24,79.3,59,61.9,0,0,0
Lewis and Clark (Blue Lake) Beach,KNEWALTH4,2020-09-02,69.3,49,43.9,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2018-07-25,70.9,79,63.6,0,0,0.05
Lower Pine Lake Beach,KIAELDOR5,2018-06-20,73.5,90,70.3,1.6,4.3,0.02
Lower Pine Lake Beach,KIAELDOR5,2018-08-29,62.3,81,55.9,0,0.2,0
Lower Pine Lake Beach,KIAELDOR5,2018-05-23,72.6,77,64.4,5.2,10.5,0.35
Lower Pine Lake Beach,KIAELDOR5,2018-08-08,71.4,86,66.6,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2018-06-27,NA,NA,NA,NA,NA,NA
Lower Pine Lake Beach,KIAELDOR5,2018-08-22,64.5,75,55.6,0,0.1,0
Lower Pine Lake Beach,KIAELDOR5,2018-08-15,76.5,83,70.6,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2018-07-18,74.1,76,65.6,0,0.1,0
Lower Pine Lake Beach,KIAELDOR5,2018-08-01,71.2,79,63.6,0,0.2,0
Lower Pine Lake Beach,KIAELDOR5,2018-05-30,73.9,75,64.9,3.6,8,0.13
Lower Pine Lake Beach,KIAELDOR5,2018-06-13,70.8,57,52.8,3.2,6.7,0
Lower Pine Lake Beach,KIAELDOR5,2018-06-06,78.6,70,67.9,2.6,6.4,0.09
Lower Pine Lake Beach,KIAELDOR5,2018-07-11,78,78,70.6,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2018-07-03,72.1,78,65,0,0,0.01
Lower Pine Lake Beach,KIAELDOR10,2019-06-25,71.7,73,61.7,1.5,2.2,0
Lower Pine Lake Beach,KIAELDOR10,2019-07-01,79.2,79,71.9,3.4,4.7,0
Lower Pine Lake Beach,KIAELDOR5,2019-07-09,76,78,68.6,0,0,0.04
Lower Pine Lake Beach,KIAELDOR5,2019-07-16,76,83,70.6,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2019-07-23,68.1,72,57.6,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2019-07-30,65.8,75,57,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2019-08-06,72.3,78,64.4,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2019-08-20,74.7,85,69.8,0,0,1.66
Lower Pine Lake Beach,KIAELDOR5,2019-08-27,64.5,76,55.7,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2019-08-13,71.6,87,67.1,0,0,0.01
Lower Pine Lake Beach,KIAELDOR5,2020-05-18,53.5,92,51.1,0,0,0.04
Lower Pine Lake Beach,KIAELDOR5,2020-05-26,70.5,88,66.7,0,0,0.09
Lower Pine Lake Beach,KIAELDOR5,2020-06-01,74.4,60,59.3,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2020-06-08,80.1,60,63.5,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2020-06-15,72.4,57,55.9,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2020-06-22,65.1,93,62.8,0,0,1.15
Lower Pine Lake Beach,KIAELDOR5,2020-07-01,74.8,85,69.9,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2020-07-06,80.2,73,70.2,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2020-07-13,73.9,76,65.2,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2020-07-20,71.3,79,64.5,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2020-07-27,75.2,68,63,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2020-08-03,61.4,74,52.3,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2020-08-10,70.7,85,65.9,0,0,0.25
Lower Pine Lake Beach,KIAELDOR5,2020-08-19,68.3,72,57.9,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2020-08-26,79.5,70,68,0,0,0
Lower Pine Lake Beach,KIAELDOR5,2020-09-02,69.9,67,54.8,0,0,0
Marble Beach,KIAVENTU2,2020-07-21,71.8,88,67.8,1.1,2.5,0.12
Marble Beach,KIAVENTU2,2020-07-28,74.7,76,66.1,4,6.9,0
Marble Beach,KIAVENTU2,2020-08-03,62.2,73,52.5,3.3,5.7,0
Marble Beach,KIAVENTU2,2020-08-10,69.7,87,65.2,2.1,4,0.07
Marble Beach,KIAVENTU2,2020-08-18,67.2,71,56.3,1.4,2.8,0
Marble Beach,KIAVENTU2,2020-08-25,81,77,72.5,1,2.5,0
Marble Beach,KIAVENTU2,2020-09-02,69.8,71,57.8,1.9,3.7,0.01
McIntosh Woods Beach,KIAVENTU2,2018-06-27,72,87,67.5,1.2,3.9,0.01
McIntosh Woods Beach,KIAVENTU2,2018-06-20,70.6,99,70.1,4.3,12,3.41
McIntosh Woods Beach,KIAVENTU2,2018-08-08,72.7,87,68.2,1.4,4.2,0.01
McIntosh Woods Beach,KIAVENTU2,2018-07-25,71.3,83,65.2,2.4,6.4,0.1
McIntosh Woods Beach,KIAVENTU2,2018-08-22,64.5,77,55.9,0.5,2.8,0.01
McIntosh Woods Beach,KIAVENTU2,2018-07-03,83.4,80,76.4,1.7,4.8,0
McIntosh Woods Beach,KIAVENTU2,2018-08-01,69.7,84,64.2,2,5.9,0.01
McIntosh Woods Beach,KIAVENTU2,2018-06-13,69.2,64,54.8,1.1,4.8,0
McIntosh Woods Beach,KIAVENTU2,2018-08-29,61,83,55.3,1.1,4.7,0.01
McIntosh Woods Beach,KIAVENTU2,2018-07-11,80.7,79,73.5,1.5,4.6,0
McIntosh Woods Beach,KIAVENTU2,2018-08-15,75.7,86,70.8,0.8,3.1,0
McIntosh Woods Beach,KIAVENTU2,2018-07-18,76.8,71,66.4,0.9,4.3,0
McIntosh Woods Beach,KIAVENTU2,2018-05-30,72.2,85,67.2,2.6,7.9,0.08
McIntosh Woods Beach,KIAVENTU2,2018-06-06,75.7,75,66.3,3,7.9,0.06
McIntosh Woods Beach,KIAVENTU2,2018-05-23,73.6,82,67.2,1.4,4.8,0.91
McIntosh Woods Beach,KIAVENTU2,2019-06-25,70.9,73,60.6,0.3,3.9,0.03
McIntosh Woods Beach,KIAVENTU2,2019-07-01,78.1,83,72.2,0,1.2,0
McIntosh Woods Beach,KIAVENTU2,2019-07-09,75.2,84,69.8,0.1,1.8,0.27
McIntosh Woods Beach,KIAVENTU2,2019-07-16,75.2,89,71.7,0.1,1.7,0.34
McIntosh Woods Beach,KIAVENTU2,2019-07-23,68,75,59.1,0,0.5,0
McIntosh Woods Beach,KIAVENTU2,2019-07-30,66.1,74,56.8,0,0,0
McIntosh Woods Beach,KIAVENTU2,2019-08-06,73.1,80,65.6,0,0.1,0.01
McIntosh Woods Beach,KIAVENTU2,2019-08-20,75.5,86,70.7,0.1,1.2,0.13
McIntosh Woods Beach,KIAVENTU2,2019-08-27,68.1,68,56.4,3.6,7.1,0
McIntosh Woods Beach,KIAVENTU2,2019-08-13,72.4,85,67.2,0,1.3,0
McIntosh Woods Beach,KIAVENTU2,2020-05-20,60.2,88,56.6,4,7.1,0
McIntosh Woods Beach,KIAVENTU2,2020-05-27,71.6,90,68.2,2.1,3.9,0
McIntosh Woods Beach,KIAVENTU2,2020-06-03,75.2,68,61.6,2,3.8,0.01
McIntosh Woods Beach,KIAVENTU2,2020-06-10,64.1,74,54.5,8,14.7,0.07
McIntosh Woods Beach,KIAVENTU2,2020-06-17,75.6,64,62.5,2.5,4.5,0
McIntosh Woods Beach,KIAVENTU2,2020-06-24,68.9,73,58.8,2.1,4,0.01
McIntosh Woods Beach,KIAVENTU2,2020-06-30,77.3,83,71.4,2.8,5.5,0
McIntosh Woods Beach,KIAVENTU2,2020-07-08,84.5,77,75.6,0.8,2.2,0
McIntosh Woods Beach,KIAVENTU2,2020-07-14,73.9,82,67.8,2.8,5.4,0
McIntosh Woods Beach,KIAVENTU2,2020-07-22,68,81,61.4,2.4,4.7,0
McIntosh Woods Beach,KIAVENTU2,2020-07-29,75.6,73,65.6,2.6,4.3,0
McIntosh Woods Beach,KIAVENTU2,2020-08-05,65.3,76,57.3,1.1,2.5,0
McIntosh Woods Beach,KIAVENTU2,2020-08-12,72.3,85,67.5,2.1,4.3,0
McIntosh Woods Beach,KIAVENTU2,2020-08-19,70.3,75,61,0.9,2.2,0
McIntosh Woods Beach,KIAVENTU2,2020-08-23,78.1,84,72.2,0.8,1.7,0
McIntosh Woods Beach,KIAVENTU2,2020-09-02,69.8,71,57.8,1.9,3.7,0.01
Nine Eagles Beach,KIALAMON4,2018-07-11,83.9,66,70.1,2.1,3.1,0
Nine Eagles Beach,KIALAMON4,2018-07-25,74.8,62,58.7,2.1,2.9,0
Nine Eagles Beach,KIALAMON4,2018-06-27,75.7,78,67.4,1.6,2.1,0
Nine Eagles Beach,KIALAMON4,2018-08-22,60.4,90,57.5,1.4,1.8,0
Nine Eagles Beach,KIALAMON4,2018-08-15,74.9,84,69.8,2,2.7,0
Nine Eagles Beach,KIALAMON4,2018-08-08,82.3,57,64.6,1.6,2.1,0
Nine Eagles Beach,KIALAMON4,2018-07-18,75.4,73,65.6,2.8,3.8,0
Nine Eagles Beach,KIALAMON4,2018-07-03,81,76,72.2,2.4,3.5,0
Nine Eagles Beach,KIALAMON4,2018-08-29,68.3,72,58.3,4.1,5.2,0.24
Nine Eagles Beach,KIALAMON4,2018-05-23,75.7,71,64.8,1.7,2.6,0
Nine Eagles Beach,KIALAMON4,2018-08-01,73.1,66,59,2.4,3.1,0
Nine Eagles Beach,KIALAMON4,2018-05-30,73.1,74,63.7,3.1,4,0
Nine Eagles Beach,KIALAMON4,2018-06-20,74.2,83,68.5,3.7,5,0
Nine Eagles Beach,KIALAMON4,2018-06-06,76.8,68,64.4,2,2.9,0.07
Nine Eagles Beach,KIALAMON4,2018-06-13,72,66,59,3.4,4.3,0
Nine Eagles Beach,KIALAMON4,2019-06-26,74.9,77,66.4,2.6,3.6,0
Nine Eagles Beach,KIALAMON4,2019-07-02,81.6,74,72.1,2.1,3,0
Nine Eagles Beach,KIALAMON4,2019-07-10,76.6,72,65.9,4.7,5.8,0
Nine Eagles Beach,KIALAMON4,2019-07-17,82.4,79,74.9,3.4,5.1,0
Nine Eagles Beach,KIALAMON4,2019-07-24,71.2,71,60,1.1,1.6,0
Nine Eagles Beach,KIALAMON4,2019-07-31,65.5,93,63.3,1.7,2.3,1.36
Nine Eagles Beach,KIALAMON4,2019-08-07,75.6,79,67.8,1.9,2.5,0
Nine Eagles Beach,KIALAMON4,2019-08-21,73.5,92,71.1,2.7,3.4,0.12
Nine Eagles Beach,KIALAMON4,2019-08-28,66.3,80,59.1,3.5,4.3,0
Nine Eagles Beach,KIALAMON4,2019-08-14,69.2,79,62.1,4.4,5.4,0
Nine Eagles Beach,KIALAMON4,2020-05-18,54.6,90,51.8,5.6,7,0
Nine Eagles Beach,KIALAMON4,2020-05-27,68.2,89,64.7,1.3,1.8,0
Nine Eagles Beach,KIALAMON4,2020-06-01,73.5,71,63.2,2.9,4.4,0
Nine Eagles Beach,KIALAMON4,2020-06-08,80.5,68,68.3,2.7,4,0
Nine Eagles Beach,KIALAMON4,2020-06-15,75.2,73,65.8,3.4,5,0
Nine Eagles Beach,KIALAMON4,2020-06-22,70.3,89,66.6,3,4,0.51
Nine Eagles Beach,KIALAMON4,2020-06-29,78.6,86,74,2.8,4.1,0
Nine Eagles Beach,KIALAMON4,2020-07-06,79.2,80,71.9,0.9,1.3,0
Nine Eagles Beach,KIALAMON4,2020-07-14,78.1,83,72.2,2.7,4,0.01
Nine Eagles Beach,KIALAMON4,2020-07-20,70.9,94,68.9,3.3,4.2,0.33
Nine Eagles Beach,KIALAMON4,2020-07-27,74.5,88,70.2,1.6,2.1,0.31
Nine Eagles Beach,KIALAMON4,2020-08-03,63.7,78,55.9,3.1,4,0
Nine Eagles Beach,KIALAMON4,2020-08-11,72,83,66.1,2.2,2.8,0
Nine Eagles Beach,KIALAMON4,2020-08-18,66.9,74,57.6,2.3,3,0
Nine Eagles Beach,KIALAMON4,2020-08-25,79.1,76,69.7,1.3,1.9,0
Nine Eagles Beach,KIALAMON4,2020-09-01,63.8,91,61,3.7,4.7,0.4
North Twin Lake East Beach,KIAJOLLE2,2018-07-24,0,0,0,1,2.9,0
North Twin Lake East Beach,KIAJOLLE2,2018-06-19,72.7,92,70.4,2.4,5,0.24
North Twin Lake East Beach,KIAJOLLE2,2018-07-17,0,0,0,0.8,2,0
North Twin Lake East Beach,KIAJOLLE2,2018-07-10,0,0,0,2.3,4.5,0.1
North Twin Lake East Beach,KIAJOLLE2,2018-07-31,0,0,0,0.8,2.6,0
North Twin Lake East Beach,KIAJOLLE2,2018-06-12,72.8,86,68.2,3.1,5.6,0
North Twin Lake East Beach,KIAJOLLE2,2018-07-02,73.6,78,66.1,4.5,8.3,0
North Twin Lake East Beach,KIAJOLLE2,2018-06-26,69,89,65.5,3.6,6.4,0.18
North Twin Lake East Beach,KIAJOLLE2,2018-08-14,0,0,0,0.9,2,0
North Twin Lake East Beach,KIAJOLLE2,2018-08-07,0,0,0,1.2,3.2,0
North Twin Lake East Beach,KIAJOLLE2,2018-08-27,0,0,0,5.1,9.9,0
North Twin Lake East Beach,KIAJOLLE2,2018-06-05,78.2,56,59.8,3.7,8.1,0
North Twin Lake East Beach,KIAJOLLE2,2018-08-20,0,0,0,4.9,11.3,3.51
North Twin Lake East Beach,KIAJOLLE2,2018-05-22,67.1,80,60,5.1,7.9,0
North Twin Lake East Beach,KIAJOLLE2,2018-05-29,75.6,74,65.3,6.8,10.9,0.16
North Twin Lake East Beach,KIAJOLLE2,2019-06-25,71.7,55,53.6,5.4,9.4,0.07
North Twin Lake East Beach,KIAJOLLE2,2019-07-01,0,0,0,0,0,0
North Twin Lake East Beach,KIAJOLLE2,2019-07-09,0,0,0,0,0,0
North Twin Lake East Beach,KIAJOLLE2,2019-07-16,76.5,64,63,3.2,6.3,0
North Twin Lake East Beach,KIAJOLLE2,2019-07-23,66.2,61,51.3,1.6,3.7,0
North Twin Lake East Beach,KIAJOLLE2,2019-07-30,64.8,67,52.4,1.1,2.5,0
North Twin Lake East Beach,KIAJOLLE2,2019-08-06,0,0,0,0,0,0
North Twin Lake East Beach,KIAJOLLE2,2019-08-20,0,0,0,0,0,0
North Twin Lake East Beach,KIAJOLLE2,2019-08-27,63,64,49.8,4.9,9.5,0
North Twin Lake East Beach,KIAJOLLE2,2019-08-13,73.9,63,59.5,3.8,7,0
North Twin Lake East Beach,KIAJOLLE2,2020-05-19,55.2,71,45.7,6.4,9.6,0
North Twin Lake East Beach,KIAJOLLE2,2020-05-26,68.2,72,58.6,5,7.5,0.22
North Twin Lake East Beach,KIAJOLLE2,2020-06-02,82.9,43,56.8,6.6,13.3,0
North Twin Lake East Beach,KIAJOLLE2,2020-06-09,74.2,52,54.8,5.9,9.9,0.39
North Twin Lake East Beach,KIAJOLLE2,2020-06-16,78.5,50,57.8,10.5,16.4,0
North Twin Lake East Beach,KIAJOLLE2,2020-06-23,64.3,60,49.5,4,7,0
North Twin Lake East Beach,KIAJOLLE2,2020-06-30,75.6,64,62.2,3.5,7.2,0
North Twin Lake East Beach,KIAJOLLE2,2020-07-07,77.1,60,61.6,1.1,3.1,0
North Twin Lake East Beach,KIAJOLLE2,2020-07-15,65.8,64,52.7,0.9,2.9,0.49
North Twin Lake East Beach,KIAJOLLE2,2020-07-21,71.3,66,59.2,1.2,3.5,0.08
North Twin Lake East Beach,KIAJOLLE2,2020-07-28,74.7,53,55.4,1.7,5,0
North Twin Lake East Beach,KIAJOLLE2,2020-08-04,64.5,51,45,1,3,0
North Twin Lake East Beach,KIAJOLLE2,2020-08-11,67.1,57,49.6,1.9,4.1,0
North Twin Lake East Beach,KIAJOLLE2,2020-08-18,66,58,49.2,0.5,1.8,0
North Twin Lake East Beach,KIAJOLLE2,2020-08-26,80.2,46,55.8,4.4,8.9,0
North Twin Lake East Beach,KIAJOLLE2,2020-09-01,61.7,53,43,2.1,4.4,0
North Twin Lake West Beach,KIAMANSO3,2018-07-17,75.6,76,66.6,0.5,1.2,0
North Twin Lake West Beach,KIAMANSO3,2018-07-10,79.8,89,76.1,1.2,2.6,0
North Twin Lake West Beach,KIAMANSO3,2018-07-24,72.2,80,64.8,0.4,1.5,0
North Twin Lake West Beach,KIAMANSO3,2018-06-26,69.6,94,67.6,2.2,4.2,0
North Twin Lake West Beach,KIAMANSO3,2018-08-14,74.4,95,72.8,1.2,2.4,0
North Twin Lake West Beach,KIAMANSO3,2018-06-19,73.2,97,72.4,1,2.2,0
North Twin Lake West Beach,KIAMANSO3,2018-08-07,72.2,93,69.7,0.3,1.3,0
North Twin Lake West Beach,KIAMANSO3,2018-07-02,73.9,87,69.4,5,8,0
North Twin Lake West Beach,KIAMANSO3,2018-08-27,77.9,96,76.5,5.5,9.2,0
North Twin Lake West Beach,KIAMANSO3,2018-07-31,72.5,78,64.2,0.3,1.3,0
North Twin Lake West Beach,KIAMANSO3,2018-08-20,65.2,99,65,2.5,6.2,0
North Twin Lake West Beach,KIAMANSO3,2018-06-05,78.2,63,63.1,3.2,6,0
North Twin Lake West Beach,KIAMANSO3,2018-06-12,74.5,89,70.7,0.5,1.9,0
North Twin Lake West Beach,KIAMANSO3,2018-05-22,68.3,86,63.5,2.4,4.5,0
North Twin Lake West Beach,KIAMANSO3,2018-05-29,75.9,77,66.7,3.8,6.7,0
North Twin Lake West Beach,KIAMANSO3,2019-06-25,76.2,73,65.3,4.5,7.2,3.98
North Twin Lake West Beach,KIAMANSO3,2019-07-01,83.9,80,76.3,3.3,5.8,0
North Twin Lake West Beach,KIAMANSO3,2019-07-09,77.3,87,72.8,4.3,7.2,0
North Twin Lake West Beach,KIAMANSO3,2019-07-16,77.8,82,71.4,0.9,2.6,0
North Twin Lake West Beach,KIAMANSO3,2019-07-23,74.6,70,61,0.6,1.2,0
North Twin Lake West Beach,KIAMANSO3,2019-07-30,74.6,73,62.3,0.6,1.4,0
